ID_Equipe,Semestre,window_end_day,rolling_7d_value,tier,evaluator_score_t3,planning_artifact_present_t1,planning_scope_log1p_t1,team_full_period_rolling_max,team_full_period_rolling_intensity_pct,activity_metric
TEAM_01,2025.2,-2,0.0,Lower evaluator score / weaker planning,1.5,True,4.143134726391533,11.0,0.0,commits
TEAM_01,2025.2,-1,7.0,Lower evaluator score / weaker planning,1.5,True,4.143134726391533,11.0,63.63636363636363,commits
TEAM_01,2025.2,0,11.0,Lower evaluator score / weaker planning,1.5,True,4.143134726391533,11.0,100.0,commits
TEAM_01,2026.1,-110,0.0,Lower evaluator score / weaker planning,2.5,True,1.0986122886681096,1.0,0.0,commits
TEAM_01,2026.1,-109,0.0,Lower evaluator score / weaker planning,2.5,True,1.0986122886681096,1.0,0.0,commits
TEAM_01,2026.1,-108,0.0,Lower evaluator score / weaker planning,2.5,True,1.0986122886681096,1.0,0.0,commits
TEAM_01,2026.1,-107,0.0,Lower evaluator score / weaker planning,2.5,True,1.0986122886681096,1.0,0.0,commits
TEAM_01,2026.1,-106,0.0,Lower evaluator score / weaker planning,2.5,True,1.0986122886681096,1.0,0.0,commits
TEAM_01,2026.1,-105,0.0,Lower evaluator score / weaker planning,2.5,True,1.0986122886681096,1.0,0.0,commits
TEAM_01,2026.1,-104,1.0,Lower evaluator score / weaker planning,2.5,True,1.0986122886681096,1.0,100.0,commits
TEAM_01,2026.1,-103,1.0,Lower evaluator score / weaker planning,2.5,True,1.0986122886681096,1.0,100.0,commits
TEAM_01,2026.1,-102,1.0,Lower evaluator score / weaker planning,2.5,True,1.0986122886681096,1.0,100.0,commits
TEAM_01,2026.1,-101,1.0,Lower evaluator score / weaker planning,2.5,True,1.0986122886681096,1.0,100.0,commits
TEAM_01,2026.1,-100,1.0,Lower evaluator score / weaker planning,2.5,True,1.0986122886681096,1.0,100.0,commits
TEAM_01,2026.1,-99,1.0,Lower evaluator score / weaker planning,2.5,True,1.0986122886681096,1.0,100.0,commits
TEAM_01,2026.1,-98,1.0,Lower evaluator score / weaker planning,2.5,True,1.0986122886681096,1.0,100.0,commits
TEAM_01,2026.1,-97,0.0,Lower evaluator score / weaker planning,2.5,True,1.0986122886681096,1.0,0.0,commits
TEAM_01,2026.1,-96,0.0,Lower evaluator score / weaker planning,2.5,True,1.0986122886681096,1.0,0.0,commits
TEAM_01,2026.1,-95,0.0,Lower evaluator score / weaker planning,2.5,True,1.0986122886681096,1.0,0.0,commits
TEAM_01,2026.1,-94,0.0,Lower evaluator score / weaker planning,2.5,True,1.0986122886681096,1.0,0.0,commits
TEAM_01,2026.1,-93,0.0,Lower evaluator score / weaker planning,2.5,True,1.0986122886681096,1.0,0.0,commits
TEAM_01,2026.1,-92,0.0,Lower evaluator score / weaker planning,2.5,True,1.0986122886681096,1.0,0.0,commits
TEAM_01,2026.1,-91,0.0,Lower evaluator score / weaker planning,2.5,True,1.0986122886681096,1.0,0.0,commits
TEAM_01,2026.1,-90,0.0,Lower evaluator score / weaker planning,2.5,True,1.0986122886681096,1.0,0.0,commits
TEAM_01,2026.1,-89,0.0,Lower evaluator score / weaker planning,2.5,True,1.0986122886681096,1.0,0.0,commits
TEAM_01,2026.1,-88,0.0,Lower evaluator score / weaker planning,2.5,True,1.0986122886681096,1.0,0.0,commits
TEAM_01,2026.1,-87,0.0,Lower evaluator score / weaker planning,2.5,True,1.0986122886681096,1.0,0.0,commits
TEAM_01,2026.1,-86,0.0,Lower evaluator score / weaker planning,2.5,True,1.0986122886681096,1.0,0.0,commits
TEAM_01,2026.1,-85,0.0,Lower evaluator score / weaker planning,2.5,True,1.0986122886681096,1.0,0.0,commits
